report_date,url,domain,creation_date,updated_date,control_over_dns,domain_indexed,known_hosting,is_archived,num_archives,between_archives_distance,phish_archives_distance,is_on_root,is_subdomain
2023-11-08T00:03:45.412000Z,https://6cw7d4gj7ckyma.duckdns.org/reverify.html,6cw7d4gj7ckyma.duckdns.org,2013-04-12T19:58:56Z,2023-06-02T14:09:44Z,True,True,True,True,2,41,66,False,True
2023-11-08T00:03:45.264000Z,https://6cw7d4gj7ckyma.duckdns.org/verify.html?support=100230918687085743,6cw7d4gj7ckyma.duckdns.org,2013-04-12T19:58:56Z,2023-06-02T14:09:44Z,True,True,True,True,2,41,65,False,True
2023-11-08T00:03:43.280000Z,https://assistancepro7.godaddysites.com/,assistancepro7.godaddysites.com,2013-11-18T17:08:35Z,2023-10-26T20:31:59Z,False,True,True,True,2,60,146,False,True
2023-11-08T00:03:41.325000Z,https://ameritechboxmailupdatex.godaddysites.com/,ameritechboxmailupdatex.godaddysites.com,2013-11-18T17:08:35Z,2022-10-04T21:38:55Z,False,True,True,True,2,60,160,False,True
2023-11-08T00:03:40.781000Z,https://loopsautomation.com/house.php,loopsautomation.com,2002-05-29T09:46:16Z,2022-09-16T19:37:39Z,True,True,False,True,2,441,203,False,False
2023-11-08T00:03:40.638000Z,https://www.goforvacationrentals.com/s/,www.goforvacationrentals.com,2019-08-29T14:20:12Z,2023-08-19T12:13:58Z,True,True,False,True,1,-1,613,False,True
2023-11-08T00:03:40.277000Z,https://bafybeibs7jwyaxrgqygbiyr4zpigem6ol5irvnpyjxmrx2yoazwsegvr7a.ipfs.dweb.link/,bafybeibs7jwyaxrgqygbiyr4zpigem6ol5irvnpyjxmrx2yoazwsegvr7a.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,1,-1,62,False,True
2023-11-08T00:03:39.809000Z,https://paynow.customscharge.net/e/authID=7SiOC,paynow.customscharge.net,2023-09-13T11:00:01Z,2023-09-13T14:22:18Z,True,False,False,True,1,-1,572,False,True
2023-11-08T00:03:39.059000Z,https://ruoo-binhood-luagin.webflow.io/,ruoo-binhood-luagin.webflow.io,2013-05-08T02:20:57Z,2023-07-27T13:14:14Z,True,True,True,True,2,54,28,False,True
2023-11-08T00:03:38.004000Z,https://aswanthpr.github.io/facebook,aswanthpr.github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,False,True,True,True,2,148,82,False,True
2023-11-08T00:03:37.886000Z,https://divjot121.github.io/netflix-clone,divjot121.github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,False,True,True,True,2,148,87,False,True
2023-11-08T00:03:37.740000Z,https://nehakumari3510.github.io/Netflix_clone,nehakumari3510.github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,False,True,True,True,2,148,146,False,True
2023-11-08T00:03:35.507000Z,https://rohit18292003.github.io/instagram.com,rohit18292003.github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,False,True,True,True,2,148,51,False,True
2023-11-08T00:03:33.983000Z,https://bkw.fih.mybluehost.me/Trust/TS/Home.html,bkw.fih.mybluehost.me,2016-10-05T23:31:07Z,2023-09-11T06:36:43Z,True,True,True,True,2,2435,52,False,True
2023-11-08T00:03:33.247000Z,https://alabaster-puffy-football.glitch.me/public/Member.html,alabaster-puffy-football.glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,True,True,True,True,2,8,308,False,True
2023-11-08T00:03:32.427000Z,https://ssgborly.github.io/Netflixlp.github.io,ssgborly.github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,False,True,True,True,2,148,144,False,True
2023-11-08T00:03:32.319000Z,https://mail.nestleflix.com/login.php?cookies=none;browsing-time=1233435;auth-id=viHYto53c21DBzcKHP5IgbvaRhppu9Mz4YPtjV5IsxeON,mail.nestleflix.com,2023-11-06T14:07:07Z,2023-11-06T14:36:05Z,True,False,False,False,0,-2,-2,False,True
2023-11-08T00:03:32.190000Z,https://www.nestleflix.com/login.php?cookies=none;browsing-time=1233435;auth-id=dDa0sj3sjn7U3bZuMadHijrxJ1e6B5X3QCNck15n8jmiH,www.nestleflix.com,2023-11-06T14:07:07Z,2023-11-06T14:36:05Z,True,False,False,False,0,-2,-2,False,True
2023-11-08T00:03:31.344000Z,https://service-myups.com/,service-myups.com,2023-11-07T15:54:52Z,2023-11-07T15:55:28Z,True,False,False,True,1,-1,3057,True,False
2023-11-08T00:03:30.387000Z,https://www.www-icscards.com/,www.www-icscards.com,2023-11-07T16:49:20Z,2023-11-07T16:53:25Z,True,False,False,False,0,-2,-2,False,True
2023-11-08T00:03:28.917000Z,https://87f02a15f7c8.godaddysites.com/,87f02a15f7c8.godaddysites.com,2013-11-18T17:08:35Z,2023-10-26T20:31:59Z,False,True,True,True,2,60,121,False,True
2023-11-08T00:03:27.979000Z,https://cfspt-impots-service-em.kesug.com/,cfspt-impots-service-em.kesug.com,2023-08-19T15:17:40Z,2023-08-19T15:25:20Z,True,True,False,True,2,18,433,False,True
2023-11-08T00:03:27.722000Z,https://ofimedellinco.blob.core.windows.net/aprobado1/index.html?/ecm3?id=307106167407898681&ex=appnexus.com&?ecm3?ex=indexHMT&id=ZUp9Z1YZe19a5MooVDrHYgAA,ofimedellinco.blob.core.windows.net,1995-08-10T04:00:00Z,2023-08-18T16:15:54Z,True,True,True,True,2,531,91,False,True
2023-11-08T00:03:27.372000Z,https://fangwk.com/Rakuten/index.php,fangwk.com,2021-11-13T15:05:15Z,2023-11-06T13:22:01Z,True,False,False,False,0,-2,-2,False,False
2023-11-08T00:03:27.142000Z,https://tortoiseshell-mica-handle.glitch.me/judge.html,tortoiseshell-mica-handle.glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,True,True,True,True,2,8,23,False,True
2023-11-08T00:03:27.021000Z,https://jvieiran.github.io/facebook-replica,jvieiran.github.io,2013-03-08T19:12:48Z,2023-02-09T09:11:27Z,False,True,True,True,2,148,39,False,True
2023-11-08T00:03:26.869000Z,https://marketsdebate.com/s,marketsdebate.com,2021-05-17T14:00:48Z,2023-05-18T11:29:16Z,True,False,False,True,2,0,70,False,False
2023-11-14T08:20:39.581000Z,https://hdao7.za.com/cgi-bin/tbo/send.php,hdao7.za.com,1998-03-24T05:00:00Z,2022-09-17T16:20:53Z,True,True,False,True,2,5,9,False,True
2023-11-11T07:35:02.652000Z,https://exdousm.azurewebsites.net,exdousm.azurewebsites.net,2012-01-24T18:43:51Z,2022-12-23T09:39:46Z,True,True,True,True,2,370,92,False,True
2023-11-10T01:10:14.290000Z,https://site-5e6245.webflow.io/,site-5e6245.webflow.io,2013-05-08T02:20:57Z,2023-07-27T13:14:14Z,False,True,True,True,2,54,29,False,True
2023-11-10T00:09:49.083000Z,https://disq.us/?url=https%3A%2F%2Fscript.google.com%2Fmacros%2Fs%2FAKfycbwGtBYI3-wTzL-CjyMEPEQOjH0OirBIqxKxezO2cr971WVF_VIZscGGUakiziN2TyqnGw%2Fexec&key=lNtGAOlHGzrmyUI3xIYc1g&013528,disq.us,2007-04-21T02:38:37Z,2023-04-26T15:31:27Z,True,True,False,True,2,0,44,True,False
2023-11-10T00:09:49.073000Z,https://dev-ebanrural.pantheonsite.io/banrural2/,dev-ebanrural.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,False,True,False,True,2,48,27,False,True
2023-11-09T23:18:25.730000Z,https://site-5e6245.webflow.io/,site-5e6245.webflow.io,2013-05-08T02:20:57Z,2023-07-27T13:14:14Z,False,True,True,True,2,54,29,False,True
2023-11-09T23:18:25.632000Z,https://gayx3.za.com/,gayx3.za.com,1998-03-24T05:00:00Z,2022-09-17T16:20:53Z,True,True,False,True,2,5,35,False,True
2023-11-09T23:09:17.600000Z,https://queasynethcelaldia7111--esneydercarrasc.repl.co/,queasynethcelaldia7111--esneydercarrasc.repl.co,2013-05-11T05:05:16Z,2023-05-08T20:10:44Z,True,True,False,True,2,44,99,False,True
2023-11-09T23:09:17.593000Z,https://sghyj54.godaddysites.com/,sghyj54.godaddysites.com,2013-11-18T17:08:35Z,2022-10-04T21:38:55Z,False,True,True,True,2,60,145,False,True
2023-11-09T23:09:17.579000Z,https://soporte-microsoft--soporte-microso.repl.co/,soporte-microsoft--soporte-microso.repl.co,2013-05-11T05:05:16Z,2023-05-08T20:10:44Z,True,True,False,True,2,44,77,False,True
2023-11-09T23:09:17.572000Z,https://soporte-microsoft--soporte-microso.repl.co/Teamsoft-Account-Review-Indentify-Us7aftGkIOLag387jYV783njrgHJUvmm0L88SKDnn66ppxnUS3I589SSN38400SSXBQ512US7-48SASD388XB36bdi885tBU5a/index.php,soporte-microsoft--soporte-microso.repl.co,2013-05-11T05:05:16Z,2023-05-08T20:10:44Z,True,True,False,True,2,44,77,False,True
2023-11-09T23:09:17.559000Z,https://dev-baofamericnuevo1.pantheonsite.io/,dev-baofamericnuevo1.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,45,False,True
2023-11-09T23:09:17.552000Z,https://dev-baofamericnuevo1.pantheonsite.io/web02.php,dev-baofamericnuevo1.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,104,False,True
2023-11-09T23:09:17.539000Z,https://busines-appealeation-54980e.surge.sh/,busines-appealeation-54980e.surge.sh,2014-07-25T23:10:53Z,2023-09-08T23:11:52Z,True,True,True,True,2,12,89,False,True
2023-11-09T23:09:17.533000Z,https://dev-banrurall.pantheonsite.io/banrural1,dev-banrurall.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,27,False,True
2023-11-09T23:09:17.524000Z,https://factpros4.godaddysites.com/,factpros4.godaddysites.com,2013-11-18T17:08:35Z,2022-10-04T21:38:55Z,False,True,True,True,2,60,136,False,True
2023-11-09T23:09:17.519000Z,https://recovering-d9845e.surge.sh/,recovering-d9845e.surge.sh,2014-07-25T23:10:53Z,2023-09-08T23:11:52Z,True,True,True,True,2,12,89,False,True
2023-11-09T23:09:17.506000Z,https://verifikasi-facebook-anda2023-4.webnode.page/,verifikasi-facebook-anda2023-4.webnode.page,2021-03-15T21:28:32Z,2022-02-24T12:50:21Z,True,True,True,True,2,0,230,False,True
2023-11-09T23:09:17.502000Z,https://pruebabancolombia--nequlb1.repl.co/,pruebabancolombia--nequlb1.repl.co,2013-05-11T05:05:16Z,2023-05-08T20:10:44Z,True,True,False,True,2,44,37,False,True
2023-11-09T22:08:51.463000Z,https://w9dh0.hp.peraichi.com/,w9dh0.hp.peraichi.com,2013-05-07T23:36:57Z,2023-04-03T02:07:05Z,True,True,False,True,2,121,46,False,True
2023-11-09T22:08:51.428000Z,https://noooorepplyyyyyyy-maiiiilllllll.webflow.io/,noooorepplyyyyyyy-maiiiilllllll.webflow.io,2013-05-08T02:20:57Z,2023-07-27T13:14:14Z,True,True,True,True,2,54,29,False,True
2023-11-09T22:02:42.422000Z,https://websterbkonline.com/en/,websterbkonline.com,2021-03-01T11:22:51Z,2023-10-13T12:52:08Z,True,False,False,True,1,-1,506,False,False
2023-11-09T21:47:36.972000Z,https://recentmember.wixsite.com/my-site-1,recentmember.wixsite.com,2012-05-08T23:35:02Z,2023-05-09T12:27:01Z,False,True,True,True,2,430,207,False,True
2023-11-09T21:47:36.776000Z,https://gtefilancibal-olinelogin-e7a41a160509.herokuapp.com/,gtefilancibal-olinelogin-e7a41a160509.herokuapp.com,2010-09-19T05:55:31Z,2023-08-18T09:07:43Z,True,True,False,True,2,19,439,False,True
2023-11-09T21:17:23.723000Z,https://s.id/1WqIV,home330.godaddysites.com,2013-11-18T17:08:35Z,2022-10-04T21:38:55Z,False,True,True,True,2,60,143,False,True
2023-11-09T21:08:12.619000Z,https://us05yah00isecure0ios98irs8taxforgiven.netlify.app/,us05yah00isecure0ios98irs8taxforgiven.netlify.app,2018-05-08T22:48:05Z,2023-04-11T15:58:16Z,True,True,True,True,2,49,289,False,True
2023-11-09T21:08:12.611000Z,https://us01yah00oisecure89verify0code09mobil.netlify.app/,us01yah00oisecure89verify0code09mobil.netlify.app,2018-05-08T22:48:05Z,2023-04-11T15:58:16Z,True,True,True,True,2,49,79,False,True
2023-11-09T21:08:12.547000Z,https://dev-creditagricole-restriction.pantheonsite.io/espace/48784/,dev-creditagricole-restriction.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,124,False,True
2023-11-09T21:08:12.537000Z,https://n0reply.webflow.io/,n0reply.webflow.io,2013-05-08T02:20:57Z,2023-07-27T13:14:14Z,True,True,True,True,2,54,29,False,True
2023-11-09T21:02:10.856000Z,https://dev-benmkeshimogenx.pantheonsite.io/att/Att2023/Att2023/Att2023/Att2023/index.html,dev-benmkeshimogenx.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,67,False,True
2023-11-09T20:47:04.384000Z,https://dev-benmkeshimogenxshipo.pantheonsite.io/ht/Att2023/Att2023/Att2023/Att2023/index.html,dev-benmkeshimogenxshipo.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,67,False,True
2023-11-09T20:16:53.013000Z,https://barbrslagle.editorx.io/my-site,barbrslagle.editorx.io,2020-03-01T10:50:10Z,2023-11-09T19:01:58Z,True,True,False,True,2,403,190,False,True
2023-11-09T20:16:52.967000Z,https://keepo.io/mailaccountverifier/,keepo.io,2020-12-04T13:48:21Z,2022-12-26T17:37:34Z,True,True,True,True,2,155,83,False,False
2023-11-09T20:16:52.875000Z,https://keepo.io/mailaccountverification/,keepo.io,2020-12-04T13:48:21Z,2022-12-26T17:37:34Z,True,True,True,True,2,155,83,False,False
2023-11-09T20:16:52.785000Z,https://keepo.io/attcurrentlylogin/,keepo.io,2020-12-04T13:48:21Z,2022-12-26T17:37:34Z,True,True,True,True,2,155,89,False,False
2023-11-09T20:16:52.692000Z,https://keepo.io/accountloginmails/,keepo.io,2020-12-04T13:48:21Z,2022-12-26T17:37:34Z,True,True,True,True,2,155,81,False,False
2023-11-09T20:16:52.554000Z,https://n0reply.webflow.io/,n0reply.webflow.io,2013-05-08T02:20:57Z,2023-07-27T13:14:14Z,True,True,True,True,2,54,29,False,True
2023-11-09T20:16:52.450000Z,https://kudtgd.wixsite.com/my-site,kudtgd.wixsite.com,2012-05-08T23:35:02Z,2023-05-09T12:27:01Z,False,True,True,True,2,430,232,False,True
2023-11-09T19:31:23.160000Z,https://serv-0lcex.dnsdojo.org/,serv-0lcex.dnsdojo.org,2005-07-11T16:54:19Z,2023-06-17T05:05:13Z,True,True,False,True,2,46,84,False,True
2023-11-09T19:16:17.231000Z,https://us05yah00isecure0ios98irs8taxforgiven.netlify.app/,us05yah00isecure0ios98irs8taxforgiven.netlify.app,2018-05-08T22:48:05Z,2023-04-11T15:58:16Z,True,True,True,True,2,49,296,False,True
2023-11-09T19:07:02.617000Z,https://dev-asistenciacajadeahorro.pantheonsite.io,dev-asistenciacajadeahorro.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,False,True,False,True,2,48,42,False,True
2023-11-09T19:07:02.610000Z,https://dev-tucajaenlinea2.pantheonsite.io,dev-tucajaenlinea2.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,42,False,True
2023-11-09T19:07:02.603000Z,https://dev-tucajaenlinea.pantheonsite.io,dev-tucajaenlinea.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,42,False,True
2023-11-09T19:07:02.596000Z,https://dev-cajaenlinea1.pantheonsite.io,dev-cajaenlinea1.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,42,False,True
2023-11-09T19:07:02.589000Z,https://dev-tucajadeahorro23.pantheonsite.io,dev-tucajadeahorro23.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,42,False,True
2023-11-09T19:07:02.574000Z,https://data-appeal-case-04938h.surge.sh/,data-appeal-case-04938h.surge.sh,2014-07-25T23:10:53Z,2023-09-08T23:11:52Z,True,True,True,True,2,12,89,False,True
2023-11-09T19:07:02.567000Z,https://reappealeation-case-dir-450912.surge.sh/,reappealeation-case-dir-450912.surge.sh,2014-07-25T23:10:53Z,2023-09-08T23:11:52Z,True,True,True,True,2,12,77,False,True
2023-11-09T19:07:02.560000Z,https://renew-appealeation-case-form-5490ff.surge.sh/,renew-appealeation-case-form-5490ff.surge.sh,2014-07-25T23:10:53Z,2023-09-08T23:11:52Z,True,True,True,True,2,12,77,False,True
2023-11-09T19:07:02.498000Z,https://reappeal-data-case0945.surge.sh/,reappeal-data-case0945.surge.sh,2014-07-25T23:10:53Z,2023-09-08T23:11:52Z,True,True,True,True,2,12,89,False,True
2023-11-09T19:07:02.493000Z,https://businesssupportmetas.com/,businesssupportmetas.com,2023-10-25T10:19:28Z,2023-10-25T10:19:29Z,True,False,False,False,0,-2,-2,True,False
2023-11-09T18:30:49.166000Z,https://atted2.wixsite.com/attt,atted2.wixsite.com,2012-05-08T23:35:02Z,2023-05-09T12:27:01Z,False,True,True,True,2,430,153,False,True
2023-11-09T18:30:48.935000Z,https://binance.taxdome.com/,binance.taxdome.com,2017-02-03T02:47:01Z,2023-03-27T13:44:45Z,False,True,False,True,2,45,695,False,True
2023-11-09T18:06:28.754000Z,https://dev-activepichinchaecweb.pantheonsite.io/validacion/mailvalidation.html,dev-activepichinchaecweb.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,33,False,True
2023-11-09T18:06:28.717000Z,https://tan-spk.net/,tan-spk.net,2023-11-08T12:28:13Z,2023-11-08T12:28:13Z,True,False,False,False,0,-2,-2,True,False
2023-11-09T18:06:28.710000Z,https://tan-spk.net/aktivierung/sp/index.php,tan-spk.net,2023-11-08T12:28:13Z,2023-11-08T12:28:13Z,True,False,False,False,0,-2,-2,False,False
2023-11-09T18:06:28.703000Z,https://dev-bancocajadeahorros.pantheonsite.io,dev-bancocajadeahorros.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,42,False,True
2023-11-09T18:06:28.697000Z,https://dev-oahorros2023office.pantheonsite.io,dev-oahorros2023office.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,42,False,True
2023-11-09T18:06:28.690000Z,https://dev-cajadeahorros-pa.pantheonsite.io,dev-cajadeahorros-pa.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,42,False,True
2023-11-09T18:06:28.683000Z,https://dev-bankcajahorroingresa.pantheonsite.io,dev-bankcajahorroingresa.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,6,False,True
2023-11-09T18:06:28.676000Z,https://dev-cancelarcambiocajadeahorrosd.pantheonsite.io,dev-cancelarcambiocajadeahorrosd.pantheonsite.io,2016-01-29T00:01:14Z,2023-01-02T22:19:16Z,True,True,False,True,2,48,42,False,True
2023-11-09T18:06:28.669000Z,https://dev-cajadeahorr000.pantheonsite.io,dev-cajadeahorr000.pantheonsite.io,2016-01-29T00:01:14Z,2024-01-02T22:19:51Z,True,True,False,True,2,48,42,False,True
2023-11-09T18:06:28.655000Z,https://pub-2afd3e2d58624788afa0b1f5ff90f567.r2.dev/wellrex.html,pub-2afd3e2d58624788afa0b1f5ff90f567.r2.dev,2022-08-23T14:38:38Z,2023-09-04T18:27:26Z,False,True,True,True,2,304,213,False,True
2023-11-09T18:06:28.621000Z,https://tinyurl.com/sxw8az6r,tinyurl.com,2002-01-27T06:17:41Z,2020-09-10T20:57:29Z,True,True,True,True,2,0,271,False,False
2023-11-09T18:06:28.615000Z,https://bestinwp.com/,bestinwp.com,2023-05-21T14:53:01Z,2023-05-21T14:53:02Z,True,True,False,False,0,-2,-2,True,False
2023-11-09T18:06:28.603000Z,https://purple-tested-archaeology.glitch.me/,purple-tested-archaeology.glitch.me,2008-07-18T18:39:00Z,2023-08-08T17:49:22Z,True,True,True,True,2,8,30,False,True
2023-11-09T18:06:28.598000Z,https://form-4587bb.surge.sh/,form-4587bb.surge.sh,2014-07-25T23:10:53Z,2023-09-08T23:11:52Z,True,True,True,True,2,12,89,False,True
2023-11-09T18:06:28.593000Z,https://business-appealeation-desc-398ie.surge.sh/,business-appealeation-desc-398ie.surge.sh,2014-07-25T23:10:53Z,2023-09-08T23:11:52Z,True,True,True,True,2,12,77,False,True
2023-11-09T18:06:28.578000Z,https://bancolombia.com-c8.repl.co/,bancolombia.com-c8.repl.co,2013-05-11T05:05:16Z,2023-05-08T20:10:44Z,True,True,False,True,2,44,39,False,True
2023-11-09T17:45:23.690000Z,https://uspsuserservice.com/,uspsuserservice.com,2023-11-09T17:09:50Z,2023-11-09T17:09:50Z,True,False,False,False,0,-2,-2,True,False
2023-11-09T17:15:13.634000Z,https://utility8v01-irs-gov.s3.amazonaws.com/index.html,utility8v01-irs-gov.s3.amazonaws.com,2005-08-18T02:10:45Z,2022-10-03T22:00:06Z,True,True,True,True,2,509,43,False,True
2023-11-09T17:06:07.328000Z,https://binani.page.link/V9Hh,lpk.aca.mybluehost.me,2016-10-05T23:31:07Z,2023-09-11T06:36:43Z,True,True,True,True,2,2435,13,False,True
2023-11-09T17:06:07.321000Z,https://lpk.aca.mybluehost.me/frr/fr/index.php,lpk.aca.mybluehost.me,2016-10-05T23:31:07Z,2023-09-11T06:36:43Z,True,True,True,True,2,2435,146,False,True
2023-11-09T17:06:07.257000Z,https://cloudflare-ipfs.com/ipfs/Qmd1HFKYD5c2SiczyFCXTDcwnde1tzx1kCV8Sfqf9fzoTD,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,47,194,False,False
2023-11-09T17:06:07.250000Z,https://cloudflare-ipfs.com/ipfs/bafybeicg75qsvy3lcygkgfmbtiycmylsciuo3zujotnagiwgjubyv2nrry/?data=YS56YWNoZUBiZXJsaW5lcnNjaHJhdWJlbi5kZQ==&amp;subf=Transport-Label.pdf&amp;file=Waybill.pdf,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,47,366,False,False
2023-11-09T17:00:09.011000Z,https://hdao7.za.com/cgi-bin/tbo/send.php,hdao7.za.com,1998-03-24T05:00:00Z,2022-09-17T16:20:53Z,True,True,False,True,2,5,9,False,True
2023-11-09T16:05:27.569000Z,https://dmiagrp.com/ce,dmiagrp.com,2004-05-13T10:35:18Z,2023-05-14T10:52:24Z,True,True,False,True,2,57,60,False,False
2023-11-09T16:05:27.561000Z,https://dmiagrp.com/cen/,dmiagrp.com,2004-05-13T10:35:18Z,2023-05-14T10:52:24Z,True,True,False,True,2,57,44,False,False
2023-11-09T16:05:27.544000Z,https://dmiagrp.com/cr,dmiagrp.com,2004-05-13T10:35:18Z,2023-05-14T10:52:24Z,True,True,False,True,2,57,157,False,False
2023-11-09T16:05:27.529000Z,https://dmiagrp.com/cn,dmiagrp.com,2004-05-13T10:35:18Z,2023-05-14T10:52:24Z,True,True,False,True,2,57,147,False,False
2023-11-09T16:05:27.514000Z,https://dmiagrp.com/d/,dmiagrp.com,2004-05-13T10:35:18Z,2023-05-14T10:52:24Z,True,True,False,True,2,57,58,False,False
2023-11-09T16:05:27.476000Z,https://dmiagrp.com/im,dmiagrp.com,2004-05-13T10:35:18Z,2023-05-14T10:52:24Z,True,True,False,True,2,57,90,False,False
2023-11-09T16:05:27.409000Z,https://bafybeifeqvzyby4jcedlcali4zc7lc4ubbss6yocvsmyhqdmyh7nrb6tqy.ipfs.dweb.link,bafybeifeqvzyby4jcedlcali4zc7lc4ubbss6yocvsmyhqdmyh7nrb6tqy.ipfs.dweb.link,2017-02-24T01:05:26.675Z,2023-01-23T21:09:56.296Z,True,True,True,True,1,-1,84,False,True
2023-11-09T16:05:27.402000Z,https://configura-web.com,configura-web.com,2023-11-09T13:11:59Z,2023-11-09T13:12:10Z,True,False,False,False,0,-2,-2,True,False
2023-11-09T16:05:27.366000Z,https://identifica-revisione.com,identifica-revisione.com,2023-11-09T15:32:24Z,2023-11-09T15:32:49Z,True,False,False,False,0,-2,-2,True,False
2023-11-09T16:05:27.359000Z,https://webitau.com/etc.clientlibs/sharedcomponents/clientlibs/clientlib-vendor/jquery-ui/css/images/ui-icons_555555_256x240.html,webitau.com,2023-11-06T11:13:08Z,2023-11-06T11:13:09Z,True,False,False,False,0,-2,-2,False,False
2023-11-09T16:05:27.352000Z,https://www.eldemguvenlik.com/directo/?gclid=EAIaIQobChMItaOatJO1ggMVEiKzAB3KFgEzEAAYASAAEgJb6fD_BwE,www.eldemguvenlik.com,2013-11-29T22:42:39Z,2022-11-29T17:46:32Z,True,True,False,True,2,224,485,False,True
2023-11-09T16:05:27.345000Z,https://contapjaplicativo.com/etc.clientlibs/sharedcomponents/clientlibs/clientlib-vendor/jquery-ui/css/images/ui-icons_555555_256x240.html,contapjaplicativo.com,2023-11-07T11:18:20Z,2023-11-07T11:18:21Z,True,False,False,False,0,-2,-2,False,False
2023-11-09T16:05:27.338000Z,https://aplicativoitaupj.com/etc.clientlibs/sharedcomponents/clientlibs/clientlib-vendor/jquery-ui/css/images/ui-icons_555555_256x240.html,aplicativoitaupj.com,2023-11-07T11:09:51Z,2023-11-07T11:09:52Z,True,False,False,False,0,-2,-2,False,False
2023-11-09T16:05:27.331000Z,https://acessopj.com/etc.clientlibs/sharedcomponents/clientlibs/clientlib-vendor/jquery-ui/css/images/ui-icons_555555_256x240.html,acessopj.com,2023-11-07T14:43:00Z,2023-11-07T14:48:02Z,True,False,False,False,0,-2,-2,False,False
2023-11-09T15:29:03.266000Z,https://hernandezcleanrest.com/devsite/.bin/,hernandezcleanrest.com,2009-06-25T14:37:10Z,2023-05-06T11:20:30Z,True,True,False,True,2,0,5,False,False
2023-11-09T15:13:45.058000Z,https://audit7e20-irs-gov.s3.amazonaws.com/index.html,audit7e20-irs-gov.s3.amazonaws.com,2005-08-18T02:10:45Z,2022-10-03T22:00:06Z,True,True,True,True,2,509,43,False,True
2023-11-09T15:04:35.350000Z,https://owapredlozit.webflow.io/,owapredlozit.webflow.io,2013-05-08T02:20:57Z,2023-07-27T13:14:14Z,True,True,True,True,2,54,36,False,True
2023-11-09T15:04:35.149000Z,https://fodeysecurity.com/viseca/,fodeysecurity.com,2008-10-23T11:38:17Z,2023-10-17T18:03:42Z,True,True,False,True,2,24,200,False,False
2023-11-09T15:04:35.142000Z,"https://ggmxgmxsoftmail.000webhostapp.com/Ghghggmxgmx/www.gmx.net/GMX_%20E-Mail-Adresse,%20FreeMail,%20De-Mail%20&%20Nachrichten.html",ggmxgmxsoftmail.000webhostapp.com,2016-05-11T13:34:12Z,2022-01-17T13:55:48Z,True,True,True,True,2,0,3595,False,True
2023-11-09T15:04:35.135000Z,https://new.express.adobe.com/webpage/aeoyhX9d5UlWA,new.express.adobe.com,1986-11-17T05:00:00Z,2023-09-26T06:33:04Z,True,True,True,True,2,404,165,False,True
2023-11-09T15:04:35.107000Z,https://cloudflare-ipfs.com/ipfs/bafybeiaxrveozfxdrqagpebe2mpiug55lig7eaagwd7dvb5banwsronwjq,cloudflare-ipfs.com,2018-05-30T14:15:34Z,2023-05-03T15:48:48Z,True,True,True,True,2,47,73,False,False
